fournisseur;siret_fournisseur;siret_payeur;code_fournisseur;code_maison;maison;num_commande;date_commande;num_bl;date_bl;num_facture;date_facture;date_echeance;nature_facture;devise;reference_article;code_ean;libelle;famille;qte;px_unitaire_brut;px_unitaire_net;montant_brut;montant_remise;montant_net;taux_tva;montant_tva;montant_ttc;nom_client;num_serie;Commentaire;
"MG Developpement";"441407061";"517780870";;"GA05";;"C160000363";"20221121";"17471";"20221122";"f_12709";"20221122";"20230131";"FA";"EUR";"PORTLOC";"PORTLOC";"Port Local";"Consommable";1.00;;16.00;;;16.00;2000;3.20;19.20;;;;
"MG Developpement";"441407061";"517780870";;"DO568";"DIRE";"18112022EP";"20221118";"17485";"20221123";"f_12717";"20221123";"20230131";"FA";"EUR";"3661871126748";"3661871126748";"LINGETTE NETTOYANTE AUDIO (DO) - Pack de 20 boites de 50 Lingettes";"Nettoyage";1.00;;42.00;;;42.00;2000;8.40;50.40;;;;
"MG Developpement";"441407061";"517780870";;"DO568";"DIRE";"18112022EP";"20221118";"17485";"20221123";"f_12717";"20221123";"20230131";"FA";"EUR";"3661871126694";"3661871126694";"MINI BROSS NET GAZ 50ML (DO) - Pack de 24";"Nettoyage";1.00;;58.80;;;58.80;2000;11.76;70.56;;;;
"MG Developpement";"441407061";"517780870";;"DO568";;"18112022EP";"20221118";"17485";"20221123";"f_12717";"20221123";"20230131";"FA";"EUR";"PORTLOC";"PORTLOC";"Port Local";"Consommable";1.00;;16.00;;;16.00;2000;3.20;19.20;;;;
"MG Developpement";"441407061";"517780870";;"DO561";"DIRE";"C561001558";"20221117";"17486";"20221123";"f_12718";"20221123";"20230131";"FA";"EUR";"3661871126748";"3661871126748";"LINGETTE NETTOYANTE AUDIO (DO) - Pack de 20 boites de 50 Lingettes";"Nettoyage";1.00;;42.00;;;42.00;2000;8.40;50.40;;;;
"MG Developpement";"441407061";"517780870";;"DO561";"DIRE";"C561001558";"20221117";"17486";"20221123";"f_12718";"20221123";"20230131";"FA";"EUR";"3661871126694";"3661871126694";"MINI BROSS NET GAZ 50ML (DO) - Pack de 24";"Nettoyage";1.00;;58.80;;;58.80;2000;11.76;70.56;;;;
"MG Developpement";"441407061";"517780870";;"DO561";;"C561001558";"20221117";"17486";"20221123";"f_12718";"20221123";"20230131";"FA";"EUR";"PORTLOC";"PORTLOC";"Port Local";"Consommable";1.00;;16.00;;;16.00;2000;3.20;19.20;;;;
"MG Developpement";"441407061";"517780870";;"552";"ACUI";"C552000845";"20221122";"17490";"20221123";"f_12719";"20221123";"20230131";"FA";"EUR";"3661871125611";"3661871125611";"MINI BROSS NET GAZ 50 ML - Pack de 24";"Nettoyage";1.00;;58.80;;;58.80;2000;11.76;70.56;;;;
"MG Developpement";"441407061";"517780870";;"552";;"C552000845";"20221122";"17490";"20221123";"f_12719";"20221123";"20230131";"FA";"EUR";"PORTLOC";"PORTLOC";"Port Local";"Consommable";1.00;;10.00;;;10.00;2000;2.00;12.00;;;;
"MG Developpement";"441407061";"517780870";;"ARI001";"GRAN";"C801000002";"20221117";"17498";"20221123";"f_12720";"20221123";"20230131";"FA";"EUR";"3661871126007";"3661871126007";"CAPSULE ASSECHANTE (GA) - Pack 24 boites de 4 Capsules";"Séchage";1.00;;48.00;;;48.00;2000;9.60;57.60;;;;
"MG Developpement";"441407061";"517780870";;"ARI001";"GRAN";"C801000002";"20221117";"17498";"20221123";"f_12720";"20221123";"20230131";"FA";"EUR";"3661871126038";"3661871126038";"COMPRIMES EFFERVESCENTS (GA) - Pack de 24 boites de 20";"Nettoyage";1.00;;50.40;;;50.40;2000;10.08;60.48;;;;
"MG Developpement";"441407061";"517780870";;"ARI001";"GRAN";"C801000002";"20221117";"17498";"20221123";"f_12720";"20221123";"20230131";"FA";"EUR";"3661871126045";"3661871126045";"LINGETTES NETTOYANTE AUDIO (GA) - Pack 20 boites de 50 Lingettes";"Nettoyage";5.00;;42.00;;;210.00;2000;42.00;252.00;;;;
"MG Developpement";"441407061";"517780870";;"GF16";"GRAN";"C516000004";"20221118";"17499";"20221123";"f_12721";"20221123";"20230131";"FA";"EUR";"3661871125994";"3661871125994";"MINI BROSS NET 50ML (GA) - Pack de 24";"Nettoyage";1.00;;58.80;;;58.80;2000;11.76;70.56;;;;
"MG Developpement";"441407061";"517780870";;"GF16";"GRAN";"C516000004";"20221118";"17499";"20221123";"f_12721";"20221123";"20230131";"FA";"EUR";"3661871126007";"3661871126007";"CAPSULE ASSECHANTE (GA) - Pack 24 boites de 4 Capsules";"Séchage";1.00;;48.00;;;48.00;2000;9.60;57.60;;;;
"MG Developpement";"441407061";"517780870";;"GF16";"GRAN";"C516000004";"20221118";"17499";"20221123";"f_12721";"20221123";"20230131";"FA";"EUR";"3661871126045";"3661871126045";"LINGETTES NETTOYANTE AUDIO (GA) - Pack 20 boites de 50 Lingettes";"Nettoyage";1.00;;42.00;;;42.00;2000;8.40;50.40;;;;
"MG Developpement";"441407061";"517780870";;"GF16";"GRAN";"C516000004";"20221118";"17499";"20221123";"f_12721";"20221123";"20230131";"FA";"EUR";"3661871126076";"3661871126076";"GOBELET DE SECHAGE (GA) - Pack de 20";"Séchage";1.00;;24.00;;;24.00;2000;4.80;28.80;;;;
"MG Developpement";"441407061";"517780870";;"GF16";"GRAN";"C516000004";"20221118";"17499";"20221123";"f_12721";"20221123";"20230131";"FA";"EUR";"3661871126144";"3661871126144";"SPRAY GAZ SECHAGE 150ML (GA) - Pack de 12";"Séchage";1.00;;42.00;;;42.00;2000;8.40;50.40;;;;
"MG Developpement";"441407061";"517780870";;"GF16";;"C516000004";"20221118";"17499";"20221123";"f_12721";"20221123";"20230131";"FA";"EUR";"PORTLOC";"PORTLOC";"Port Local";"Consommable";1.00;;16.00;;;16.00;2000;3.20;19.20;;;;
"MG Developpement";"441407061";"517780870";;"GF12";"GRAN";"C512000002";"20221118";"17500";"20221123";"f_12722";"20221123";"20230131";"FA";"EUR";"3661871125994";"3661871125994";"MINI BROSS NET 50ML (GA) - Pack de 24";"Nettoyage";1.00;;58.80;;;58.80;2000;11.76;70.56;;;;
"MG Developpement";"441407061";"517780870";;"GF12";"GRAN";"C512000002";"20221118";"17500";"20221123";"f_12722";"20221123";"20230131";"FA";"EUR";"3661871126007";"3661871126007";"CAPSULE ASSECHANTE (GA) - Pack 24 boites de 4 Capsules";"Séchage";1.00;;48.00;;;48.00;2000;9.60;57.60;;;;
"MG Developpement";"441407061";"517780870";;"GF12";"GRAN";"C512000002";"20221118";"17500";"20221123";"f_12722";"20221123";"20230131";"FA";"EUR";"3661871126045";"3661871126045";"LINGETTES NETTOYANTE AUDIO (GA) - Pack 20 boites de 50 Lingettes";"Nettoyage";1.00;;42.00;;;42.00;2000;8.40;50.40;;;;
"MG Developpement";"441407061";"517780870";;"GF12";"GRAN";"C512000002";"20221118";"17500";"20221123";"f_12722";"20221123";"20230131";"FA";"EUR";"3661871126076";"3661871126076";"GOBELET DE SECHAGE (GA) - Pack de 20";"Séchage";1.00;;24.00;;;24.00;2000;4.80;28.80;;;;
"MG Developpement";"441407061";"517780870";;"GF12";;"C512000002";"20221118";"17500";"20221123";"f_12722";"20221123";"20230131";"FA";"EUR";"PORTLOC";"PORTLOC";"Port Local";"Consommable";1.00;;16.00;;;16.00;2000;3.20;19.20;;;;
"MG Developpement";"441407061";"517780870";;"GA206";"GRAN";"C206000395";"20221116";"17501";"20221123";"f_12723";"20221123";"20230131";"FA";"EUR";"3661871125956";"3661871125956";"GOBELET DE NETTOYAGE  (GA) - Pack de 20";"Nettoyage";1.00;;24.00;;;24.00;2000;4.80;28.80;;;;
"MG Developpement";"441407061";"517780870";;"GA206";"GRAN";"C206000395";"20221116";"17501";"20221123";"f_12723";"20221123";"20230131";"FA";"EUR";"3661871125994";"3661871125994";"MINI BROSS NET 50ML (GA) - Pack de 24";"Nettoyage";1.00;;58.80;;;58.80;2000;11.76;70.56;;;;
"MG Developpement";"441407061";"517780870";;"GA206";"GRAN";"C206000395";"20221116";"17501";"20221123";"f_12723";"20221123";"20230131";"FA";"EUR";"3661871126007";"3661871126007";"CAPSULE ASSECHANTE (GA) - Pack 24 boites de 4 Capsules";"Séchage";1.00;;48.00;;;48.00;2000;9.60;57.60;;;;
"MG Developpement";"441407061";"517780870";;"GA206";"GRAN";"C206000395";"20221116";"17501";"20221123";"f_12723";"20221123";"20230131";"FA";"EUR";"3661871126038";"3661871126038";"COMPRIMES EFFERVESCENTS (GA) - Pack de 24 boites de 20";"Nettoyage";1.00;;50.40;;;50.40;2000;10.08;60.48;;;;
"MG Developpement";"441407061";"517780870";;"GA206";"GRAN";"C206000395";"20221116";"17501";"20221123";"f_12723";"20221123";"20230131";"FA";"EUR";"3661871126045";"3661871126045";"LINGETTES NETTOYANTE AUDIO (GA) - Pack 20 boites de 50 Lingettes";"Nettoyage";1.00;;42.00;;;42.00;2000;8.40;50.40;;;;
"MG Developpement";"441407061";"517780870";;"GA206";"GRAN";"C206000395";"20221116";"17501";"20221123";"f_12723";"20221123";"20230131";"FA";"EUR";"3661871126076";"3661871126076";"GOBELET DE SECHAGE (GA) - Pack de 20";"Séchage";1.00;;24.00;;;24.00;2000;4.80;28.80;;;;
"MG Developpement";"441407061";"517780870";;"GA206";"GRAN";"C206000395";"20221116";"17501";"20221123";"f_12723";"20221123";"20230131";"FA";"EUR";"3661871126144";"3661871126144";"SPRAY GAZ SECHAGE 150ML (GA) - Pack de 12";"Séchage";1.00;;42.00;;;42.00;2000;8.40;50.40;;;;
"MG Developpement";"441407061";"517780870";;"GA206";;"C206000395";"20221116";"17501";"20221123";"f_12723";"20221123";"20230131";"FA";"EUR";"PORTLOC";"PORTLOC";"Port Local";"Consommable";1.00;;20.00;;;20.00;2000;4.00;24.00;;;;
"MG Developpement";"441407061";"517780870";;"523";"ACUI";"C523002206";"20221125";"17581";"20221128";"f_12763";"20221128";"20230131";"FA";"EUR";"3661871125611";"3661871125611";"MINI BROSS NET GAZ 50 ML - Pack de 24";"Nettoyage";1.00;;58.80;;;58.80;2000;11.76;70.56;;;;
"MG Developpement";"441407061";"517780870";;"523";"ACUI";"C523002206";"20221125";"17581";"20221128";"f_12763";"20221128";"20230131";"FA";"EUR";"3661871125642";"3661871125642";"LINGETTE NETTOYANTE AUDIO - Pack de 20 boites de 50 Lingettes";"Nettoyage";1.00;;42.00;;;42.00;2000;8.40;50.40;;;;
"MG Developpement";"441407061";"517780870";;"523";"ACUI";"C523002206";"20221125";"17581";"20221128";"f_12763";"20221128";"20230131";"FA";"EUR";"3661871125703";"3661871125703";"CAPSULE ASSECHANTE - Pack de 24 boites de 4 capsules";"Séchage";1.00;;48.00;;;48.00;2000;9.60;57.60;;;;
"MG Developpement";"441407061";"517780870";;"523";;"C523002206";"20221125";"17581";"20221128";"f_12763";"20221128";"20230131";"FA";"EUR";"PORTLOC";"PORTLOC";"Port Local";"Consommable";1.00;;16.00;;;16.00;2000;3.20;19.20;;;;
"MG Developpement";"441407061";"517780870";;"GA304";"GRAN";"C304000052";"20221125";"17582";"20221128";"f_12764";"20221128";"20230131";"FA";"EUR";"3661871125994";"3661871125994";"MINI BROSS NET 50ML (GA) - Pack de 24";"Nettoyage";2.00;;58.80;;;117.60;2000;23.52;141.12;;;;
"MG Developpement";"441407061";"517780870";;"GA304";"GRAN";"C304000052";"20221125";"17582";"20221128";"f_12764";"20221128";"20230131";"FA";"EUR";"3661871126045";"3661871126045";"LINGETTES NETTOYANTE AUDIO (GA) - Pack 20 boites de 50 Lingettes";"Nettoyage";2.00;;42.00;;;84.00;2000;16.80;100.80;;;;
"MG Developpement";"441407061";"517780870";;"GA304";;"C304000052";"20221125";"17582";"20221128";"f_12764";"20221128";"20230131";"FA";"EUR";"PORTLOC";"PORTLOC";"Port Local";"Consommable";1.00;;16.00;;;16.00;2000;3.20;19.20;;;;
"MG Developpement";"441407061";"517780870";;"GF09";"GRAN";"C208000002";"20221125";"17583";"20221128";"f_12765";"20221128";"20230131";"FA";"EUR";"3661871126045";"3661871126045";"LINGETTES NETTOYANTE AUDIO (GA) - Pack 20 boites de 50 Lingettes";"Nettoyage";1.00;;42.00;;;42.00;2000;8.40;50.40;;;;
"MG Developpement";"441407061";"517780870";;"GF09";"GRAN";"C208000002";"20221125";"17583";"20221128";"f_12765";"20221128";"20230131";"FA";"EUR";"3661871125994";"3661871125994";"MINI BROSS NET 50ML (GA) - Pack de 24";"Nettoyage";1.00;;58.80;;;58.80;2000;11.76;70.56;;;;
"MG Developpement";"441407061";"517780870";;"GF09";;"C208000002";"20221125";"17583";"20221128";"f_12765";"20221128";"20230131";"FA";"EUR";"PORTLOC";"PORTLOC";"Port Local";"Consommable";1.00;;10.00;;;10.00;2000;2.00;12.00;;;;
"MG Developpement";"441407061";"517780870";;"GA01";"GRAN";"C110003948";"20221125";"17584";"20221128";"f_12766";"20221128";"20230131";"FA";"EUR";"3661871126045";"3661871126045";"LINGETTES NETTOYANTE AUDIO (GA) - Pack 20 boites de 50 Lingettes";"Nettoyage";10.00;;42.00;;;420.00;2000;84.00;504.00;;;;
"MG Developpement";"441407061";"517780870";;"GF13";"GRAN";"C513000002";"20221128";"17604";"20221129";"f_12777";"20221129";"20230131";"FA";"EUR";"3661871125956";"3661871125956";"GOBELET DE NETTOYAGE  (GA) - Pack de 20";"Nettoyage";1.00;;24.00;;;24.00;2000;4.80;28.80;;;;
"MG Developpement";"441407061";"517780870";;"GF13";"GRAN";"C513000002";"20221128";"17604";"20221129";"f_12777";"20221129";"20230131";"FA";"EUR";"3661871125994";"3661871125994";"MINI BROSS NET 50ML (GA) - Pack de 24";"Nettoyage";1.00;;58.80;;;58.80;2000;11.76;70.56;;;;
"MG Developpement";"441407061";"517780870";;"GF13";"GRAN";"C513000002";"20221128";"17604";"20221129";"f_12777";"20221129";"20230131";"FA";"EUR";"3661871126007";"3661871126007";"CAPSULE ASSECHANTE (GA) - Pack 24 boites de 4 Capsules";"Séchage";1.00;;48.00;;;48.00;2000;9.60;57.60;;;;
"MG Developpement";"441407061";"517780870";;"GF13";"GRAN";"C513000002";"20221128";"17604";"20221129";"f_12777";"20221129";"20230131";"FA";"EUR";"3661871126038";"3661871126038";"COMPRIMES EFFERVESCENTS (GA) - Pack de 24 boites de 20";"Nettoyage";1.00;;50.40;;;50.40;2000;10.08;60.48;;;;
"MG Developpement";"441407061";"517780870";;"GF13";"GRAN";"C513000002";"20221128";"17604";"20221129";"f_12777";"20221129";"20230131";"FA";"EUR";"3661871126045";"3661871126045";"LINGETTES NETTOYANTE AUDIO (GA) - Pack 20 boites de 50 Lingettes";"Nettoyage";1.00;;42.00;;;42.00;2000;8.40;50.40;;;;
"MG Developpement";"441407061";"517780870";;"GF13";"GRAN";"C513000002";"20221128";"17604";"20221129";"f_12777";"20221129";"20230131";"FA";"EUR";"3661871126076";"3661871126076";"GOBELET DE SECHAGE (GA) - Pack de 20";"Séchage";1.00;;24.00;;;24.00;2000;4.80;28.80;;;;
"MG Developpement";"441407061";"517780870";;"GF13";"GRAN";"C513000002";"20221128";"17604";"20221129";"f_12777";"20221129";"20230131";"FA";"EUR";"3661871126144";"3661871126144";"SPRAY GAZ SECHAGE 150ML (GA) - Pack de 12";"Séchage";1.00;;42.00;;;42.00;2000;8.40;50.40;;;;
"MG Developpement";"441407061";"517780870";;"GF13";;"C513000002";"20221128";"17604";"20221129";"f_12777";"20221129";"20230131";"FA";"EUR";"PORTLOC";"PORTLOC";"Port Local";"Consommable";1.00;;21.00;;;21.00;2000;4.20;25.20;;;;
"MG Developpement";"441407061";"517780870";;"GA202";"GRAN";"C202000908";"20221128";"17605";"20221129";"f_12778";"20221129";"20230131";"FA";"EUR";"3661871125994";"3661871125994";"MINI BROSS NET 50ML (GA) - Pack de 24";"Nettoyage";5.00;;58.80;;;294.00;2000;58.80;352.80;;;;
"MG Developpement";"441407061";"517780870";;"GA202";;"C202000908";"20221128";"17605";"20221129";"f_12778";"20221129";"20230131";"FA";"EUR";"PORTLOC";"PORTLOC";"Port Local";"Consommable";1.00;;16.00;;;16.00;2000;3.20;19.20;;;;
"MG Developpement";"441407061";"517780870";;"533";"ACUI";"566954123_";"20221128";"17606";"20221129";"f_12779";"20221129";"20230131";"FA";"EUR";"3661871125642";"3661871125642";"LINGETTE NETTOYANTE AUDIO - Pack de 20 boites de 50 Lingettes";"Nettoyage";2.00;;42.00;;;84.00;2000;16.80;100.80;;;;
"MG Developpement";"441407061";"517780870";;"533";;"566954123_";"20221128";"17606";"20221129";"f_12779";"20221129";"20230131";"FA";"EUR";"PORTLOC";"PORTLOC";"Port Local";"Consommable";1.00;;12.00;;;12.00;2000;2.40;14.40;;;;
"MG Developpement";"441407061";"517780870";;"DO006";"DIRE";"18112022EP";"20221118";"17607";"20221129";"f_12780";"20221129";"20230131";"FA";"EUR";"3661871126694";"3661871126694";"MINI BROSS NET GAZ 50ML (DO) - Pack de 24";"Nettoyage";1.00;;58.80;;;58.80;2000;11.76;70.56;;;;
"MG Developpement";"441407061";"517780870";;"DO006";"DIRE";"18112022EP";"20221118";"17607";"20221129";"f_12780";"20221129";"20230131";"FA";"EUR";"3661871126748";"3661871126748";"LINGETTE NETTOYANTE AUDIO (DO) - Pack de 20 boites de 50 Lingettes";"Nettoyage";1.00;;42.00;;;42.00;2000;8.40;50.40;;;;
"MG Developpement";"441407061";"517780870";;"DO006";"DIRE";"18112022EP";"20221118";"17607";"20221129";"f_12780";"20221129";"20230131";"FA";"EUR";"3661871126700";"3661871126700";"CAPSULE ASSECHANTE (DO) - Pack de 24 boites de 4";"Séchage";1.00;;48.00;;;48.00;2000;9.60;57.60;;;;
"MG Developpement";"441407061";"517780870";;"DO006";"DIRE";"18112022EP";"20221118";"17607";"20221129";"f_12780";"20221129";"20230131";"FA";"EUR";"3661871127202";"3661871127202";"PERFECT CLEAN (Appareil d'Entretien) - (DO) - Pack de 2";"PerfectClean";1.00;;158.00;;;158.00;2000;31.60;189.60;;;;
"MG Developpement";"441407061";"517780870";;"DO006";"DIRE";"18112022EP";"20221118";"17607";"20221129";"f_12780";"20221129";"20230131";"FA";"EUR";"3661871126762";"3661871126762";"RECHARGE PERFECT CLEAN - (DO) - Pack de 10";"Refil PCL";1.00;;80.00;;;80.00;2000;16.00;96.00;;;;
"MG Developpement";"441407061";"517780870";;"DO006";"DIRE";"18112022EP";"20221118";"17607";"20221129";"f_12780";"20221129";"20230131";"FA";"EUR";"3661871126656";"3661871126656";"GOBELET DE NETTOYAGE ET DE SECHAGE (DO) - Pack de 20";"Mixte";1.00;;24.00;;;24.00;2000;4.80;28.80;;;;
"MG Developpement";"441407061";"517780870";;"DO006";"DIRE";"18112022EP";"20221118";"17607";"20221129";"f_12780";"20221129";"20230131";"FA";"EUR";"3661871126731";"3661871126731";"COMPRIME EFFERVESCENT (DO) - Pack 24 boites de 20";"Nettoyage";1.00;;50.40;;;50.40;2000;10.08;60.48;;;;
"MG Developpement";"441407061";"517780870";;"DO006";"DIRE";"18112022EP";"20221118";"17607";"20221129";"f_12780";"20221129";"20230131";"FA";"EUR";"3661871126793";"3661871126793";"SPRAY GAZ NETTOYAGE (Labo) - (DO) - Unité";"Séchage";2.00;;3.50;;;7.00;2000;1.40;8.40;;;;
"MG Developpement";"441407061";"517780870";;"GA105";"GRAN";"C105000029";"20221128";"17608";"20221129";"f_12781";"20221129";"20230131";"FA";"EUR";"3661871126007";"3661871126007";"CAPSULE ASSECHANTE (GA) - Pack 24 boites de 4 Capsules";"Séchage";1.00;;48.00;;;48.00;2000;9.60;57.60;;;;
"MG Developpement";"441407061";"517780870";;"GA105";"GRAN";"C105000029";"20221128";"17608";"20221129";"f_12781";"20221129";"20230131";"FA";"EUR";"3661871126045";"3661871126045";"LINGETTES NETTOYANTE AUDIO (GA) - Pack 20 boites de 50 Lingettes";"Nettoyage";1.00;;42.00;;;42.00;2000;8.40;50.40;;;;
"MG Developpement";"441407061";"517780870";;"GA105";;"C105000029";"20221128";"17608";"20221129";"f_12781";"20221129";"20230131";"FA";"EUR";"PORTLOC";"PORTLOC";"Port Local";"Consommable";1.00;;12.00;;;12.00;2000;2.40;14.40;;;;
